yearID,teamID,W,L,G,actual_payroll,actual_roster_WAR,roster_size,cf_roster_WAR,cf_spend,cf_n_players,actual_expected_wins,cf_expected_wins,moneyball_gain_wins,payroll_millions
2004,CIN,76,86,162,46615250,16.694230623351153,44,36.307046743394885,46588000.0,18,64.69423062335116,84.30704674339489,19.612816120043732,46.61525
2004,CLE,80,82,162,34319300,33.03277193655652,50,27.171617107933333,34137667.0,17,81.03277193655651,75.17161710793333,-5.861154828623185,34.3193
2004,COL,68,94,162,65445167,24.44937861408286,44,22.692046466863914,65436952.0,25,72.44937861408286,70.69204646686391,-1.7573321472189463,65.445167
2004,DET,72,90,162,46832000,30.751564207341463,39,24.6632624828677,46734000.0,17,78.75156420734146,72.66326248286771,-6.088301724473752,46.832
2004,FLO,83,79,162,42143042,28.228742492706242,38,31.16691108283181,42083500.0,16,76.22874249270625,79.1669110828318,2.9381685901255565,42.143042
2004,HOU,92,70,162,75397000,39.53457554120521,36,29.652473033284668,75383929.0,27,87.53457554120521,77.65247303328466,-9.88210250792055,75.397
2004,KCA,58,104,162,47609000,9.895573108213492,51,27.1952021653543,47604733.0,20,57.89557310821349,75.1952021653543,17.299629057140812,47.609
2004,LAN,93,69,162,92902001,29.55654737760161,37,21.0013256498991,92896666.0,37,77.55654737760162,69.0013256498991,-8.555221727702516,92.902001
2004,MIL,67,94,161,27528500,24.072989770389313,41,34.10551639636042,27246133.0,13,72.07298977038931,82.10551639636043,10.032526625971116,27.5285
2004,MIN,92,70,162,53585000,36.46333637353069,41,38.65571272532905,53437000.0,18,84.4633363735307,86.65571272532905,2.1923763517983588,53.585
2004,MON,67,95,162,40897500,13.027452941004102,44,35.57340680563245,40859100.0,15,61.0274529410041,83.57340680563246,22.54595386462836,40.8975
2004,NYA,101,61,162,184193950,42.75445380816149,38,23.068924866142858,99846167.0,38,90.75445380816149,71.06892486614285,-19.685528942018635,184.19395
2004,NYN,71,91,162,96660970,20.44633334507955,46,32.998628585661365,96660167.0,22,68.44633334507955,80.99862858566136,12.552295240581813,96.66097
2004,OAK,91,71,162,59425667,36.133803716325446,34,37.02065686152383,59293500.0,17,84.13380371632545,85.02065686152383,0.886853145198387,59.425667
2004,PHI,86,76,162,92919167,29.782725092109974,35,35.116367749489484,92747833.0,25,77.78272509210997,83.11636774948948,5.333642657379514,92.919167
2004,PIT,72,89,161,32227929,23.05444092449288,41,32.48523468158834,32173304.0,13,71.05444092449288,80.48523468158834,9.430793757095458,32.227929
2004,SDN,87,75,162,55384833,32.44494484634075,42,33.02500102588841,55224500.0,18,80.44494484634075,81.0250010258884,0.580056179547654,55.384833
2004,SEA,63,99,162,81515834,19.52666027967516,46,27.827379516100827,81253479.0,22,67.52666027967516,75.82737951610082,8.300719236425664,81.515834
2004,SFN,91,71,162,82019166,42.02355522088322,41,30.411798064713718,81915833.0,25,90.02355522088322,78.41179806471372,-11.611757156169503,82.019166
2004,SLN,105,57,162,83228333,43.740771736031405,37,26.075182062938854,83151917.0,26,91.7407717360314,74.07518206293885,-17.665589673092555,83.228333
2004,TBA,70,91,161,29556667,14.293440453181384,43,30.681412837117687,29528450.0,17,62.29344045318138,78.68141283711769,16.387972383936308,29.556667
2004,TEX,89,73,162,55050417,29.52084482353125,51,37.86606011412834,55009643.0,22,77.52084482353125,85.86606011412835,8.345215290597096,55.050417
2004,TOR,67,94,161,50017000,17.900499499546402,47,32.86787535017229,49728433.0,19,65.9004994995464,80.86787535017228,14.967375850625885,50.017
2005,ARI,77,85,162,62329166,27.9289891064803,41,30.155677952211725,62204000.0,20,75.9289891064803,78.15567795221173,2.226688845731431,62.329166
2005,ATL,90,72,162,86457302,33.17827955137201,42,20.971579839044722,86333891.0,29,81.17827955137201,68.97157983904472,-12.206699712327293,86.457302
2005,BAL,74,88,162,73914333,26.333046436425274,44,34.59785319532793,73798131.0,21,74.33304643642528,82.59785319532793,8.264806758902651,73.914333
2005,BOS,95,67,162,123505125,42.232656684519796,41,17.954824830156358,95745762.0,41,90.2326566845198,65.95482483015635,-24.27783185436344,123.505125
2005,CHA,99,63,162,75178000,30.809116424237754,37,24.86054244077551,75126667.0,23,78.80911642423776,72.8605424407755,-5.9485739834622535,75.178
2005,CHN,79,83,162,87032933,31.158332597876072,42,30.002472577830755,87010105.0,32,79.15833259787607,78.00247257783076,-1.15586002004531,87.032933
2005,CIN,73,89,163,61892583,27.858819330874624,44,26.97011113456602,61727743.0,21,75.85881933087462,74.97011113456603,-0.888708196308599,61.892583
2005,CLE,93,69,162,41502500,41.8494361511213,36,32.190495722213704,41463333.0,17,89.8494361511213,80.19049572221371,-9.658940428907584,41.5025
2005,COL,67,95,162,47839000,23.434231256153005,45,24.48478882154688,47806429.0,20,71.434231256153,72.48478882154689,1.0505575653938877,47.839
2005,DET,71,91,162,69092000,24.51988790975762,41,25.04958466737546,68932144.0,24,72.51988790975761,73.04958466737546,0.5296967576178417,69.092
2005,FLO,83,79,162,60408834,37.071650583929866,45,28.03499448706356,60398767.0,21,85.07165058392987,76.03499448706356,-9.03665609686631,60.408834
2005,HOU,89,73,163,76779000,31.71657211665054,36,42.310577401486455,76728856.0,18,79.71657211665054,90.31057740148646,10.594005284835916,76.779
2005,KCA,56,106,162,36881000,15.750598172544388,46,27.233062450923942,36878533.0,17,63.750598172544386,75.23306245092394,11.482464278379553,36.881
2005,LAA,95,67,162,94867822,31.692966856927004,39,30.806095350877268,94747167.0,27,79.692966856927,78.80609535087727,-0.8868715060497294,94.867822
2005,LAN,71,91,162,83039000,20.174711332410848,43,26.229642638927306,82996833.0,23,68.17471133241085,74.2296426389273,6.054931306516451,83.039
2005,MIL,81,81,162,39934833,30.757062417083723,39,26.4937621549452,39646400.0,16,78.75706241708372,74.4937621549452,-4.2633002621385145,39.934833
2005,MIN,83,79,162,56186000,27.092445755883485,36,37.248426831750166,55982333.0,19,75.09244575588349,85.24842683175017,10.155981075866677,56.186
2005,NYA,95,67,162,208306817,42.18589755265992,43,31.407555583624823,149897104.0,43,90.18589755265992,79.40755558362483,-10.778341969035097,208.306817
2005,NYN,83,79,162,101305821,30.47551012938454,40,33.14307496298435,101124500.0,32,78.47551012938453,81.14307496298434,2.667564833599812,101.305821
2005,OAK,88,74,162,55425762,29.119110739186475,38,32.48754992040457,55375500.0,18,77.11911073918648,80.48754992040458,3.3684391812180934,55.425762
2005,PHI,88,74,162,95522000,34.58436342550901,34,22.246721681822237,95254500.0,30,82.58436342550901,70.24672168182224,-12.337641743686774,95.522
2005,PIT,67,95,162,38133000,19.097093795188208,43,25.786535098730212,37885667.0,18,67.09709379518821,73.78653509873021,6.689441303541997,38.133
2005,SDN,82,80,162,63290833,28.28607222627125,38,28.128574149698153,63069667.0,20,76.28607222627124,76.12857414969815,-0.15749807657309134,63.290833
2005,SEA,69,93,162,87754334,19.65726039676272,47,23.426229916343026,87705667.0,31,67.65726039676272,71.42622991634303,3.7689695195803097,87.754334
2005,SFN,75,87,162,90199500,15.871300843143077,46,34.18648109534247,90103333.0,28,63.871300843143075,82.18648109534247,18.315180252199397,90.1995
2005,SLN,100,62,162,92106833,34.85989121025502,40,28.602405483085647,92089500.0,27,82.85989121025503,76.60240548308565,-6.257485727169382,92.106833
2005,TBA,67,95,162,29679067,18.8899051877149,43,26.140773290846816,29664333.0,18,66.8899051877149,74.14077329084682,7.250868103131921,29.679067
2005,TEX,79,83,162,55849000,37.13278282873528,46,40.387593040394,55673967.0,19,85.13278282873529,88.387593040394,3.2548102116587074,55.849
2005,TOR,80,82,162,45719500,25.048126795233514,37,32.48977747561641,45660700.0,16,73.04812679523351,80.4897774756164,7.441650680382892,45.7195
2005,WAS,81,81,162,48581500,22.326845148671573,45,31.781803720646735,48341833.0,17,70.32684514867157,79.78180372064674,9.454958571975169,48.5815
2006,ARI,76,86,162,59684226,30.327087283367515,41,34.24919164194307,59589940.0,18,78.32708728336752,82.24919164194307,3.9221043585755524,59.684226
2006,ATL,79,83,162,90156876,28.88395254514367,41,43.73499110690416,89842500.0,23,76.88395254514367,91.73499110690416,14.85103856176049,90.156876
2006,BAL,70,92,162,72585582,18.57392580154579,44,26.13350282655282,72524788.0,22,66.57392580154578,74.13350282655281,7.55957702500703,72.585582
2006,BOS,86,76,162,120099824,35.16719749864914,47,19.55354971107628,119926808.0,43,83.16719749864913,67.55354971107627,-15.613647787572859,120.099824
2006,CHA,90,72,162,102750667,35.5243931305094,36,19.443923241064816,86570151.0,36,83.5243931305094,67.44392324106482,-16.080469889444572,102.750667
2006,CHN,66,96,162,94424499,16.826244394711992,43,14.960843158461744,94371533.0,34,64.82624439471199,62.96084315846174,-1.86540123625025,94.424499
2006,CIN,80,82,162,60909519,27.908410818390593,37,30.08513102923635,60874667.0,20,75.90841081839059,78.08513102923635,2.176720210845758,60.909519
2006,CLE,78,84,162,56031500,40.16617983326843,44,30.459727593433755,55755189.0,18,88.16617983326843,78.45972759343375,-9.706452239834675,56.0315
2006,COL,76,86,162,41233000,29.672510025013622,44,24.02714961287105,41096659.0,20,77.67251002501362,72.02714961287106,-5.645360412142566,41.233
2006,DET,95,67,162,82612866,32.778569977775796,37,27.76101323701482,82300386.0,28,80.77856997777579,75.76101323701482,-5.017556740760966,82.612866
2006,FLO,78,84,162,14671500,26.7520093202381,39,22.45006129486838,14613000.0,12,74.7520093202381,70.45006129486838,-4.301948025369725,14.6715
2006,HOU,82,80,162,88694435,29.995497362313113,39,26.335037746110064,88615336.0,22,77.99549736231312,74.33503774611006,-3.660459616203056,88.694435
2006,KCA,62,100,162,47294000,11.388348879293105,48,37.75621929042701,47287233.0,18,59.388348879293105,85.75621929042701,26.367870411133907,47.294
2006,LAA,89,73,162,103472000,33.30387712767863,40,17.971958108194702,103153665.0,36,81.30387712767863,65.9719581081947,-15.331919019483934,103.472
2006,LAN,88,74,162,98447187,36.65059237299777,39,19.591091108134684,98438763.0,33,84.65059237299778,67.59109110813469,-17.059501264863087,98.447187
2006,MIL,75,87,162,57568333,28.08373002133525,44,31.386345137741632,57425433.0,18,76.08373002133524,79.38634513774163,3.302615116406386,57.568333
2006,MIN,96,66,162,63396006,39.420828731133,38,27.666762476657723,63073621.0,20,87.420828731133,75.66676247665772,-11.754066254475276,63.396006
2006,NYA,97,65,162,194663079,41.22186411786813,44,9.731078205861081,118599585.0,44,89.22186411786814,57.73107820586108,-31.490785912007055,194.663079
2006,NYN,97,65,162,101084963,35.0650198459261,39,15.99627408650299,96071991.0,39,83.0650198459261,63.99627408650299,-19.06874575942311,101.084963
2006,OAK,93,69,162,62243079,29.08473145755389,38,31.636866318350258,61974048.0,16,77.08473145755389,79.63686631835026,2.5521348607963716,62.243079
2006,PHI,85,77,162,88273333,35.23682259826303,40,46.72753104700367,88080014.0,18,83.23682259826303,94.72753104700368,11.490708448740648,88.273333
2006,PIT,67,95,162,46717750,20.489108292141562,40,31.236346548897146,46530500.0,18,68.48910829214157,79.23634654889715,10.74723825675558,46.71775
2006,SDN,88,74,162,69896141,27.77711400878781,38,31.86225499267513,69879543.0,20,75.7771140087878,79.86225499267513,4.085140983887328,69.896141
2006,SEA,78,84,162,87959833,23.525832233210668,45,25.787688526405628,87770232.0,25,71.52583223321066,73.78768852640563,2.261856293194967,87.959833
2006,SFN,76,85,161,90056419,23.002270807214078,40,39.59096064981564,89917680.0,21,71.00227080721407,87.59096064981564,16.588689842601568,90.056419
2006,SLN,83,78,161,88891371,26.115431918539347,36,30.658573174870252,88616288.0,24,74.11543191853934,78.65857317487026,4.543141256330912,88.891371
2006,TBA,61,101,162,34917967,15.58589111059912,46,32.19501453706128,34627634.0,17,63.58589111059912,80.19501453706128,16.609123426462162,34.917967
2006,TEX,80,82,162,68228662,31.55482352528648,42,37.35332587445244,68224333.0,19,79.55482352528648,85.35332587445244,5.7985023491659575,68.228662
2006,TOR,87,75,162,71365000,38.531315658557276,40,33.216486436902386,71202625.0,20,86.53131565855728,81.21648643690239,-5.31482922165489,71.365
2006,WAS,71,91,162,63143000,18.548641524909925,53,35.34388440971828,63136967.0,18,66.54864152490993,83.34388440971827,16.795242884808346,63.143
2007,ARI,90,72,162,52067546,23.976936886937178,39,27.296952151242905,52054514.0,17,71.97693688693718,75.2969521512429,3.3200152643057237,52.067546
2007,ATL,84,78,162,87290833,28.908446507407398,41,37.245663835079384,87009666.0,20,76.9084465074074,85.24566383507938,8.33721732767198,87.290833
2007,BAL,69,93,162,93174808,21.382683220769504,46,23.034637805234897,93120463.0,27,69.38268322076951,71.0346378052349,1.6519545844653862,93.174808
2007,BOS,96,66,162,143026214,46.02079130542216,35,23.151277898009635,134966689.0,35,94.02079130542216,71.15127789800964,-22.869513407412526,143.026214
2007,CHA,72,90,162,108671833,19.971941280730295,42,3.551124979845481,86024467.0,42,67.97194128073029,51.55112497984548,-16.42081630088481,108.671833
2007,CHN,85,77,162,99670332,28.749041116164243,40,28.42841096524076,99604553.0,27,76.74904111616425,76.42841096524076,-0.3206301509234919,99.670332
2007,CIN,72,90,162,68524980,26.694271884016956,51,37.29757798901334,68524114.0,18,74.69427188401696,85.29757798901335,10.603306104996392,68.52498
2007,CLE,96,66,162,61673267,38.6343578775618,38,36.57077135494699,61666000.0,18,86.6343578775618,84.570771354947,-2.0635865226147985,61.673267
2007,COL,90,73,163,54041000,36.8972528458512,50,33.192253493274535,54039619.0,19,84.8972528458512,81.19225349327454,-3.704999352576664,54.041
2007,DET,88,74,162,94800369,33.4660111053268,43,38.19851524934786,94701783.0,24,81.4660111053268,86.19851524934785,4.73250414402105,94.800369
2007,FLO,71,91,162,30507000,27.867012030318072,48,24.569448193582375,30406925.0,17,75.86701203031808,72.56944819358237,-3.297563836735705,30.507
2007,HOU,73,89,162,87759000,21.176511008787486,40,42.82217537341658,87491353.0,21,69.17651100878749,90.82217537341657,21.645664364629084,87.759
2007,KCA,69,93,162,67116500,18.59245497192335,43,28.749284876850798,67111329.0,22,66.59245497192335,76.7492848768508,10.156829904927449,67.1165
2007,LAA,94,68,162,109251333,36.03721543428657,42,30.674882676697806,109061959.0,29,84.03721543428657,78.6748826766978,-5.36233275758876,109.251333
2007,LAN,82,80,162,108454524,33.66196694833905,38,30.606514503874447,108213123.0,27,81.66196694833906,78.60651450387445,-3.0554524444646063,108.454524
2007,MIL,83,79,162,70986500,36.7158721241353,35,30.790323016568596,70706572.0,22,84.7158721241353,78.79032301656859,-5.9255491075667095,70.9865
2007,MIN,79,83,162,71439500,23.315514910520374,42,26.140364300672587,71177999.0,21,71.31551491052038,74.14036430067259,2.8248493901522096,71.4395
2007,NYA,94,68,162,189259045,43.7915933657458,46,14.140520760063843,120435375.0,46,91.7915933657458,62.14052076006384,-29.651072605681954,189.259045
2007,NYN,88,74,162,115231663,32.127778579083646,47,36.64950647972323,115115003.0,23,80.12777857908364,84.64950647972323,4.52172790063959,115.231663
2007,OAK,76,86,162,79366940,31.078462874231917,43,36.04482575730084,79363504.0,22,79.07846287423192,84.04482575730084,4.966362883068925,79.36694
2007,PHI,89,73,162,89428213,33.74834151146046,42,31.31575401042082,89340780.0,23,81.74834151146047,79.31575401042082,-2.4325875010396487,89.428213
2007,PIT,68,94,162,38537833,20.380086875665942,43,24.370752623413914,38334133.0,16,68.38008687566594,72.37075262341392,3.9906657477479826,38.537833
2007,SDN,89,74,163,58110567,34.695629507621156,41,27.278458535637327,57857114.0,18,82.69562950762116,75.27845853563733,-7.417170971983836,58.110567
2007,SEA,88,74,162,106460833,29.533396579238154,41,29.77999783060194,106337788.0,28,77.53339657923816,77.77999783060194,0.24660125136378497,106.460833
2007,SFN,71,91,162,90219056,22.800321378773067,42,12.143987319024246,90179433.0,38,70.80032137877306,60.14398731902425,-10.656334059748815,90.219056
2007,SLN,78,84,162,90286823,23.68326735543464,42,34.89142070722172,90210503.0,23,71.68326735543464,82.89142070722173,11.20815335178709,90.286823
2007,TBA,66,96,162,24123500,28.1497434987849,42,25.815654386427404,24115167.0,15,76.1497434987849,73.81565438642741,-2.334089112357489,24.1235
2007,TEX,75,87,162,68318675,26.32072480531715,48,33.11763251686847,68235000.0,20,74.32072480531716,81.11763251686847,6.796907711551313,68.318675
2007,TOR,83,79,162,81942800,29.675082477382453,43,38.62641898950118,81920167.0,23,77.67508247738246,86.62641898950119,8.95133651211873,81.9428
2007,WAS,73,89,162,36947500,11.860993436466753,45,22.3509511686775,36893500.0,19,59.86099343646676,70.3509511686775,10.48995773221074,36.9475
2008,ARI,82,80,162,66202712,33.331392464732104,35,26.55641919017706,66099600.0,26,81.3313924647321,74.55641919017705,-6.774973274555052,66.202712
2008,ATL,72,90,162,102365683,33.67938329908616,47,25.121758478871755,102006733.0,27,81.67938329908617,73.12175847887175,-8.557624820214414,102.365683
2008,BAL,68,93,161,67196246,17.636887080951446,45,29.562525211449397,66907332.0,21,65.63688708095145,77.5625252114494,11.925638130497944,67.196246
2008,BOS,95,67,162,133390035,47.566692092359546,40,32.23687425770145,133196617.0,26,95.56669209235955,80.23687425770146,-15.329817834658087,133.390035
2008,CHA,89,74,163,121189332,38.79422234370857,36,36.84058675456002,121108995.0,28,86.79422234370857,84.84058675456002,-1.953635589148547,121.189332
2008,CHN,97,64,161,118345833,41.24285749341758,38,23.38355827927273,118142965.0,28,89.24285749341757,71.38355827927273,-17.85929921414484,118.345833
2008,CIN,74,88,162,74117695,23.040650164689563,45,43.188243977941106,73802809.0,16,71.04065016468957,91.18824397794111,20.147593813251547,74.117695
2008,CLE,81,81,162,78970066,31.064562983457193,45,34.31230156489275,78619163.0,21,79.0645629834572,82.31230156489275,3.2477385814355557,78.970066
2008,COL,74,88,162,68655500,30.349910148237516,47,31.917378943999328,68479626.0,22,78.34991014823751,79.91737894399932,1.5674687957618119,68.6555
2008,DET,74,88,162,137685196,27.92833224490041,42,16.648393918921943,116341438.0,42,75.92833224490042,64.64839391892194,-11.279938325978478,137.685196
2008,FLO,84,77,161,21811500,28.889543857149295,42,27.402788440926585,21636549.0,12,76.88954385714929,75.40278844092659,-1.4867554162227066,21.8115
2008,HOU,86,75,161,88930414,20.382910453485245,37,27.29996909885285,88894216.0,21,68.38291045348524,75.29996909885284,6.917058645367604,88.930414
2008,KCA,75,87,162,58245500,23.36861107725449,41,27.56324728177647,57912656.0,18,71.36861107725449,75.56324728177647,4.194636204521984,58.2455
2008,LAA,100,62,162,119216333,27.20121969516736,40,12.797350458149053,119179377.0,39,75.20121969516737,60.797350458149054,-14.403869237018313,119.216333
2008,LAN,84,78,162,118588536,30.80227324475015,41,17.421289925372157,109480440.0,41,78.80227324475015,65.42128992537215,-13.380983319378004,118.588536
2008,MIL,90,72,162,80937499,30.007545544264662,38,30.25535768777169,80785747.0,19,78.00754554426466,78.25535768777169,0.2478121435070335,80.937499
2008,MIN,88,75,163,56932766,29.92743644516871,39,27.121931423842998,56830100.0,18,77.92743644516871,75.121931423843,-2.8055050213257147,56.932766
2008,NYA,89,73,162,207896789,39.00221270001865,46,19.419479924571046,143580865.0,46,87.00221270001865,67.41947992457105,-19.582732775447596,207.896789
2008,NYN,89,73,162,137793376,32.221853080607865,48,15.972934796919422,128547654.0,48,80.22185308060787,63.97293479691942,-16.248918283688454,137.793376
2008,OAK,75,86,161,47967126,19.425278057870024,48,26.07017083873742,47805730.0,18,67.42527805787003,74.07017083873743,6.644892780867394,47.967126
2008,PHI,92,70,162,97879880,33.419668944731065,37,24.999251576256114,97855091.0,28,81.41966894473106,72.99925157625611,-8.420417368474943,97.87988
2008,PIT,67,95,162,48689783,18.60181797077284,45,34.08564925000906,48532800.0,17,66.60181797077284,82.08564925000906,15.483831279236213,48.689783
2008,SDN,63,99,162,73677616,20.695307417622743,54,33.573014881470506,73478666.0,20,68.69530741762274,81.5730148814705,12.877707463847756,73.677616
2008,SEA,61,101,162,117666482,15.904861137656457,41,24.75694868502043,117314554.0,32,63.904861137656454,72.75694868502043,8.852087547363979,117.666482
2008,SFN,72,90,162,76594500,21.629819519391216,48,34.13682589097478,76235723.0,19,69.62981951939122,82.13682589097478,12.507006371583557,76.5945
2008,SLN,86,76,162,99624449,33.45033654434965,41,31.713897403422695,99406743.0,19,81.45033654434965,79.71389740342269,-1.7364391409269615,99.624449
2008,TBA,97,65,162,43820597,34.11717930321052,45,35.9306178526893,43484195.0,14,82.11717930321052,83.9306178526893,1.813438549478775,43.820597
2008,TEX,79,83,162,67712326,34.694732225646256,53,50.5510323990237,67591123.0,19,82.69473222564625,98.5510323990237,15.856300173377448,67.712326
2008,TOR,86,76,162,97793900,34.24894336454264,38,29.981705760873595,97418166.0,27,82.24894336454264,77.9817057608736,-4.267237603669045,97.7939
2008,WAS,59,102,161,54961000,13.6294850267259,49,34.27924768603214,54638350.0,19,61.6294850267259,82.27924768603214,20.649762659306234,54.961
2009,ARI,70,92,162,73115666,30.83377505893162,42,36.79221853846778,73042383.0,20,78.83377505893162,84.79221853846778,5.958443479536157,73.115666
2009,ATL,86,76,162,96726166,38.89377019734977,42,25.40505399848465,96631452.0,27,86.89377019734977,73.40505399848465,-13.48871619886512,96.726166
2009,BAL,64,98,162,67101666,16.803621168139603,43,38.73236503201814,66862000.0,15,64.8036211681396,86.73236503201814,21.928743863878537,67.101666
2009,BOS,95,67,162,121345999,41.77804968765048,44,16.233161505008493,118684975.0,44,89.77804968765048,64.2331615050085,-25.544888182641984,121.345999
2009,CHA,79,83,162,96068500,29.077374594801487,40,20.039417139974617,96061839.0,28,77.07737459480148,68.03941713997462,-9.037957454826866,96.0685
2009,CHN,83,78,161,134809000,30.370843543323723,40,15.690380149496427,130651153.0,40,78.37084354332373,63.69038014949643,-14.680463393827303,134.809
2009,CIN,78,84,162,73558500,14.311732194878504,42,29.90370597329386,73390743.0,21,62.3117321948785,77.90370597329385,15.591973778415351,73.5585
2009,CLE,65,97,162,81579166,30.470743803920858,49,23.841349031194863,81501970.0,22,78.47074380392085,71.84134903119487,-6.629394772725988,81.579166
2009,COL,92,70,162,75201000,40.156815784670314,37,29.39581149895116,75117014.0,21,88.15681578467031,77.39581149895116,-10.761004285719153,75.201
